id,file,Component,Smell,Details,"Em uma escala de 1 a 5, como você avalia a relevância desse smell?
1 = smell não é importante e, provavelmente, não será refatorado
5 = smell é muito importante e, provavelmente, será refatorado em breve.",Observação
93,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\EmailTemplates\TemplateEditor.tsx,TemplateEditor,Large Component,LOC: 331; Number of props: 25; Number of attributes: 0; Number of methods: 2,,
94,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\EmailTemplates\TemplateEditor.tsx,TemplateEditor,Too many props,"Number of props: 25; Props: template,ref,can,data,isSuccess,projectRef,mutate,onError,id,properties,defaultValues,onSuccess,variable,description,startLineNumber,startColumn,endLineNumber,endColumn,range,text,forceMoveMarkers,field,wordWrap,contextmenu,padding",,
95,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Hooks\AddHookDropdown.tsx,AddHookDropdown,Large Component,LOC: 95; Number of props: 14; Number of attributes: 0; Number of methods: 0,,
96,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Hooks\AddHookDropdown.tsx,AddHookDropdown,Too many props,"Number of props: 14; Props: buttonText,align,type,onSelectHook,ref,data,projectRef,can,getEntitlementSetValues,availableHooks,nonAvailableHooks,enabled,method,content",,
97,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Hooks\CreateHookSheet.tsx,CreateHookSheet,Large Component,LOC: 420; Number of props: 31; Number of attributes: 0; Number of methods: 1,,
98,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Hooks\CreateHookSheet.tsx,CreateHookSheet,Too many props,"Number of props: 31; Props: visible,title,authConfig,onClose,onDelete,ref,data,enabled,method,resolver,defaultValues,confirmOnClose,handleOpenChange,modalProps,checkIsDirty,mutate,isPending,onSuccess,onError,enabledLabel,uriLabel,secretsLabel,projectRef,config,hookType,selectedType,httpsValues,postgresValues,field,value,shouldDirty",,
99,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Hooks\HooksListing.tsx,HooksListing,Large Component,LOC: 185; Number of props: 12; Number of attributes: 0; Number of methods: 0,,
100,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\CreateOrUpdateOAuthAppSheet.tsx,MfaAuthSettingsForm,Large Component,LOC: 541; Number of props: 28; Number of attributes: 0; Number of methods: 4,,
101,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\CreateOrUpdateOAuthAppSheet.tsx,MfaAuthSettingsForm,Too many props,"Number of props: 28; Props: ref,data,error,isError,isPending,projectRef,mutate,can,hasAccess,isLoading,resolver,defaultValues,MFA_TOTP,MFA_MAX_ENROLLED_FACTORS,MFA_PHONE,MFA_PHONE_OTP_LENGTH,MFA_PHONE_TEMPLATE,MFA_ALLOW_LOW_AAL,verifyEnabled,enrollEnabled,MFA_TOTP_ENROLL_ENABLED,MFA_TOTP_VERIFY_ENABLED,config,onError,onSuccess,MFA_PHONE_ENROLL_ENABLED,MFA_PHONE_VERIFY_ENABLED,field",,
102,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\CreateOrUpdateOAuthAppSheet.tsx,MfaAuthSettingsForm,Large Component,LOC: 541; Number of props: 28; Number of attributes: 0; Number of methods: 4,,
103,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\CreateOrUpdateOAuthAppSheet.tsx,MfaAuthSettingsForm,Too many props,"Number of props: 28; Props: ref,data,error,isError,isPending,projectRef,mutate,can,hasAccess,isLoading,resolver,defaultValues,MFA_TOTP,MFA_MAX_ENROLLED_FACTORS,MFA_PHONE,MFA_PHONE_OTP_LENGTH,MFA_PHONE_TEMPLATE,MFA_ALLOW_LOW_AAL,verifyEnabled,enrollEnabled,MFA_TOTP_ENROLL_ENABLED,MFA_TOTP_VERIFY_ENABLED,config,onError,onSuccess,MFA_PHONE_ENROLL_ENABLED,MFA_PHONE_VERIFY_ENABLED,field",,
104,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\OAuthAppsList.tsx,OAuthAppsList,Large Component,LOC: 412; Number of props: 19; Number of attributes: 0; Number of methods: 2,,
105,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\OAuthAppsList.tsx,OAuthAppsList,Too many props,"Number of props: 19; Props: ref,data,isPending,isSuccess,projectRef,hostEndpoint,error,isError,mutateAsync,onSuccess,mutate,apps,searchString,registrationTypes,clientTypes,content,stickyLastColumn,clientEndpoint,clientId",,
106,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\OAuthServerSettingsForm.tsx,OAuthServerSettingsForm,Large Component,LOC: 330; Number of props: 20; Number of attributes: 0; Number of methods: 7,,
107,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\OAuthApps\OAuthServerSettingsForm.tsx,OAuthServerSettingsForm,Too many props,"Number of props: 20; Props: ref,data,isPending,isSuccess,projectRef,mutate,onSuccess,onError,can,isLoading,resolver,defaultValues,OAUTH_SERVER_ENABLED,OAUTH_SERVER_ALLOW_DYNAMIC_REGISTRATION,OAUTH_SERVER_AUTHORIZATION_PATH,availableScopes,config,shouldDirty,field,title",,
108,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Overview\OverviewLearnMore.tsx,OverviewLearnMore,Large Component,LOC: 160; Number of props: 8; Number of attributes: 0; Number of methods: 0,,
109,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Overview\OverviewMetrics.tsx,OverviewMetrics,Large Component,LOC: 286; Number of props: 20; Number of attributes: 0; Number of methods: 0,,
110,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Overview\OverviewMetrics.tsx,OverviewMetrics,Too many props,"Number of props: 20; Props: metrics,isLoading,error,ref,openSidebar,current,previous,data,isPending,queryKey,queryFn,enabled,label,icon,onClick,message,key,header,className,render",,
111,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\PerformanceSettingsForm.tsx,PerformanceSettingsForm,Large Component,LOC: 381; Number of props: 19; Number of attributes: 0; Number of methods: 2,,
112,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\PerformanceSettingsForm.tsx,PerformanceSettingsForm,Too many props,"Number of props: 19; Props: data,hasAccess,isLoading,can,error,isError,projectRef,connectionString,mutate,isPending,resolver,defaultValues,config,onError,onSuccess,DB_MAX_POOL_SIZE,DB_MAX_POOL_SIZE_UNIT,API_MAX_REQUEST_DURATION,field",,
113,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\Policies.tsx,Policies,Large Component,LOC: 180; Number of props: 23; Number of attributes: 0; Number of methods: 2,,
114,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\Policies.tsx,Policies,Too many props,"Number of props: 23; Props: search,schema,tables,hasTables,isLocked,visibleTableIds,onSelectCreatePolicy,onSelectEditPolicy,onResetSearch,ref,data,mutate,isPending,onError,onSettled,onSuccess,id,rls_enabled,projectRef,connectionString,name,payload,originalPolicy",,
115,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorModal\index.tsx,PolicyEditorModal,Large Component,LOC: 194; Number of props: 20; Number of attributes: 0; Number of methods: 9,,
116,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorModal\index.tsx,PolicyEditorModal,Too many props,"Number of props: 20; Props: visible,schema,table,selectedPolicyToEdit,showAssistantPreview,onSelectCancel,onCreatePolicy,onUpdatePolicy,onSaveSuccess,toggleFeaturePreviewModal,name,definition,check,command,roles,confirmOnClose,modalProps,checkIsDirty,onClose,padding",,
117,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorPanel\PolicyDetailsV2.tsx,PolicyDetailsV2,Large Component,LOC: 268; Number of props: 15; Number of attributes: 0; Number of methods: 0,,
118,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorPanel\PolicyDetailsV2.tsx,PolicyDetailsV2,Too many props,"Number of props: 15; Props: schema,searchString,selectedTable,isEditing,form,onUpdateCommand,authContext,data,can,isSuccess,projectRef,connectionString,sortByProperty,includeColumns,field",,
119,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorPanel\RLSCodeEditor.tsx,RLSCodeEditor,Large Component,LOC: 151; Number of props: 27; Number of attributes: 0; Number of methods: 2,,
120,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorPanel\RLSCodeEditor.tsx,RLSCodeEditor,Too many props,"Number of props: 27; Props: id,defaultValue,wrapperClassName,className,value,placeholder,readOnly,disableTabToUsePlaceholder,lineNumberStart,onChange,onMount,editorRef,monacoRef,tabSize,fontSize,minimap,wordWrap,contextmenu,lineNumbers,glyphMargin,lineNumbersMinChars,folding,scrollBeyondLastLine,identifier,range,text,display",,
121,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyEditorPanel\RLSCodeEditor.tsx,RLSCodeEditor,Direct DOM Manipulation,"Line 74: const placeholderEl = document.getElementById(placeholderId) as HTMLElement | null
Line 108: const placeholderEl = document.getElementById(placeholderId) as HTMLElement | null
Line 150: const placeholderEl = document.getElementById(placeholderId) as HTMLElement | null
",,
122,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyTableRow\index.tsx,PolicyTableRowComponent,Large Component,LOC: 155; Number of props: 16; Number of attributes: 0; Number of methods: 0,,
123,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyTableRow\index.tsx,PolicyTableRowComponent,Too many props,"Number of props: 16; Props: table,isLocked,onSelectToggleRLS,onSelectCreatePolicy,onSelectEditPolicy,onSelectDeletePolicy,ref,data,getPoliciesForTable,isPoliciesLoading,isPoliciesError,policiesError,exposedSchemas,projectRef,connectionString,schema",,
124,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\Policies\PolicyTableRow\PolicyRow.tsx,PolicyRow,Large Component,LOC: 145; Number of props: 13; Number of attributes: 0; Number of methods: 0,,
125,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\ProtectionAuthSettingsForm\ProtectionAuthSettingsForm.tsx,ProtectionAuthSettingsForm,Large Component,LOC: 273; Number of props: 27; Number of attributes: 0; Number of methods: 1,,
126,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\ProtectionAuthSettingsForm\ProtectionAuthSettingsForm.tsx,ProtectionAuthSettingsForm,Too many props,"Number of props: 27; Props: ref,data,error,isError,isPending,projectRef,mutate,onError,onSuccess,can,resolver,defaultValues,DISABLE_SIGNUP,EXTERNAL_ANONYMOUS_USERS_ENABLED,SECURITY_MANUAL_LINKING_ENABLED,SITE_URL,SECURITY_CAPTCHA_ENABLED,SECURITY_CAPTCHA_SECRET,SECURITY_CAPTCHA_PROVIDER,SESSIONS_TIMEBOX,SESSIONS_INACTIVITY_TIMEOUT,SESSIONS_SINGLE_PER_USER,PASSWORD_MIN_LENGTH,PASSWORD_REQUIRED_CHARACTERS,PASSWORD_HIBP_ENABLED,config,field",,
127,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\RateLimits\RateLimits.tsx,RateLimits,Large Component,LOC: 503; Number of props: 22; Number of attributes: 0; Number of methods: 1,,
128,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\RateLimits\RateLimits.tsx,RateLimits,Too many props,"Number of props: 22; Props: ref,can,data,error,isPending,isError,isSuccess,projectRef,mutate,onSuccess,onError,RATE_LIMIT_TOKEN_REFRESH,RATE_LIMIT_VERIFY,RATE_LIMIT_EMAIL_SENT,RATE_LIMIT_SMS_SENT,RATE_LIMIT_ANONYMOUS_USERS,RATE_LIMIT_OTP,RATE_LIMIT_WEB3,resolver,defaultValues,config,field",,
129,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\RedirectUrls\AddNewURLModal.tsx,AddNewURLModal,Large Component,LOC: 130; Number of props: 20; Number of attributes: 0; Number of methods: 1,,
130,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\RedirectUrls\AddNewURLModal.tsx,AddNewURLModal,Too many props,"Number of props: 20; Props: visible,allowList,onClose,ref,mutate,isPending,urls,resolver,defaultValues,fields,append,remove,name,control,projectRef,config,onError,onSuccess,field,value",,
131,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\RedirectUrls\RedirectUrls.tsx,RedirectUrls,Large Component,LOC: 150; Number of props: 11; Number of attributes: 0; Number of methods: 1,,
132,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\SessionsAuthSettingsForm\SessionsAuthSettingsForm.tsx,SessionsAuthSettingsForm,Large Component,LOC: 339; Number of props: 21; Number of attributes: 0; Number of methods: 2,,
133,C:\Users\jayan\7000 project\agentic_refactor_system\runs\supabase_reactsniffer2\detector\reactsniffer_input\apps\studio\components\interfaces\Auth\SessionsAuthSettingsForm\SessionsAuthSettingsForm.tsx,SessionsAuthSettingsForm,Too many props,"Number of props: 21; Props: ref,data,error,isError,isPending,projectRef,mutate,can,hasAccess,isLoading,resolver,defaultValues,REFRESH_TOKEN_ROTATION_ENABLED,SECURITY_REFRESH_TOKEN_REUSE_INTERVAL,SESSIONS_TIMEBOX,SESSIONS_INACTIVITY_TIMEOUT,SESSIONS_SINGLE_PER_USER,config,onError,onSuccess,field",,
